60.998,37.075,24.142,19.637,19.587,
60.995,37.302,24.829,20.632,22.563,
60.92,37.635,25.284,21.311,25.182,
60.707,37.921,25.793,22.899,27.943,
60.753,37.98,26.735,26.562,33.775,
