8.484,7.969,7.546,7.697,7.601,
7.993,7.712,7.557,7.614,7.621,
7.852,7.705,7.678,7.713,7.586,
7.914,7.594,7.679,7.619,7.707,
8.282,7.892,7.676,7.581,7.715,
