4.185,3.578,3.418,2.954,2.855,
3.5,3.129,2.916,3.069,3.062,
3.762,2.882,3.091,2.741,2.923,
3.14,3.176,2.748,2.863,3.221,
3.238,2.926,2.743,2.686,2.962,
