2.05,3.12,3.12,3.13,3.14,3.16,3.2,3.27,3.42
2.06,4.18,4.18,5.25,5.25,5.28,5.32,5.39,5.53
2.05,4.16,5.25,7.37,7.4,7.43,7.5,6.73,6.97
2.06,4.19,6.48,6.62,6.66,4.66,6.86,7.11,7.58
2.07,4.19,6.48,6.68,6.97,7.33,7.55,7.99,7.76
2.05,4.2,6.48,6.76,7.29,8.14,8.59,9.39,10.99
2.09,4.22,6.5,6.87,7.52,8.65,10.79,11.88,15.84
