36.505,35.758,35.25,35.258,35.189,35.053,
35.854,35.411,35.0,35.0,35.078,35.143,
35.463,34.991,35.045,35.245,35.126,35.051,
35.29,35.049,35.042,35.068,34.918,35.085,
35.149,35.119,35.053,35.027,35.107,34.835,
