17.597,9.322,5.872,4.216,3.496,3.109,
12.645,6.874,4.732,3.516,3.075,3.104,
9.692,5.733,3.788,3.249,2.871,2.879,
8.646,5.131,3.796,2.95,2.674,2.842,
8.465,4.773,3.462,3.169,2.665,3.185,
