19.448,9.373,5.832,4.304,3.349,3.087,
11.577,6.514,4.484,3.481,3.417,2.803,
8.009,5.207,3.862,3.236,2.776,3.055,
6.202,4.306,3.548,2.929,3.008,4.689,
5.446,3.788,3.304,2.658,2.814,3.599,
