70.877,47.609,33.443,29.431,30.482,
70.622,47.02,34.155,31.091,34.088,
70.582,47.335,34.933,32.832,39.836,
70.43,47.798,36.116,34.624,44.939,
70.588,48.392,37.361,38.36,51.872,
